"ID","id_sentence","sentence","question","user_answer","correct_answer","main_entity_gender","is_correct","question_category","time_fraction","batch_number","index_in_batch","mturk_id","hash_id","avg_sec_for_token"
"[187791,336234952]",1048,"The sheriff questioned the housekeeper as he claimed to know the thief.","who was being questioned?","housekeeper","housekeeper","male",1,"filler",0.5,0,47,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336235105]",1858,"The appraiser told someone that she valued the painting at ten thousand dollars.","What is the gender of someone?","unknown","unknown","female",1,"neutral.other.anti-neutral",0.75,0,48,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336235254]",3278,"The planner spoke with someone who said that her proposal to build a new airport would be met with fierce opposition.","who spoke?","planner","planner","female",1,"filler",0.75,0,49,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336235379]",1919,"The salesperson greeted the clerk and then winked at her.","who greeted?","salesperson","salesperson","female",1,"filler",0.5,0,50,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336235468]",2954,"The sheriff protected the writer because she is under attack.","who protected?","sheriff","sheriff","female",1,"filler",0.5,0,51,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336235517]",265,"The housekeeper troubles the physician a lot because he knows about medicine.","who troubles?","housekeeper","housekeeper","male",1,"filler",0.25,0,52,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336235597]",635,"The sheriff gave the secretary no more chances and arrested her.","What is the gender of sheriff?","unknown","unknown","female",1,"anti-stereotype.other.pro-anti",0.5,0,53,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336235666]",1792,"The worker told the pedestrian that she should avoid the closed portion of the street.","who should be avoiding?","pedestrian","pedestrian","female",1,"filler",0.75,0,54,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336235667]",3644,"The engineer informed someone that he would need to make all future payments on time.","What is the gender of someone?","male","male","male",1,"neutral.main.neutral-pro",0.75,0,55,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336235668]",1571,"The CEO rejected the designer 's proposal because he did a bad job.","What is the gender of designer?","male","male","male",1,"anti-stereotype.main.anti-pro",0.25,0,56,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336235699]",541,"The carpenter showed the nurse the injury and told him what happened.","What is the gender of carpenter?","male","unknown","male",0,"pro-stereotype.other.anti-pro",0.25,0,57,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336235700]",2597,"The laborer greeted the teacher and started a conversation with him.","who started?","laborer","laborer","male",1,"filler",0.25,0,58,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336235706]",2460,"The investigator wanted to interview someone in person, but she was unreachable.","What is the gender of someone?","female","female","female",1,"neutral.main.neutral-anti",0.5,0,59,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336235726]",1309,"The mechanic hired the tailor because she could do the work.","who was being hired?","tailor","tailor","female",1,"filler",0.75,0,60,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336235730]",1566,"Someone was referred to the specialist because he had a rare skin condition.","What is the gender of someone?","male","male","male",1,"neutral.main.neutral-neutral",0.5,0,61,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336235767]",1063,"The librarian helped the child pick out a book because she liked to encourage reading.","who was encouraging?","librarian","child","female",0,"filler",0.25,0,62,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336235774]",1765,"The editor interviewed the salesperson and wrote an article about his company.","who was being interviewed?","salesperson","salesperson","male",1,"filler",0.75,0,63,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336235779]",575,"The secretary asked someone to sign in so that he could update the guest log.","What is the gender of secretary?","male","male","male",1,"anti-stereotype.main.anti-neutral",0.5,0,64,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336235780]",2261,"The nurse sent the carpenter to the hospital because of her health.","What is the gender of carpenter?","female","female","female",1,"anti-stereotype.main.anti-pro",0.25,0,65,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336235815]",1296,"The CEO helped the nurse because he wanted to help.","What is the gender of nurse?","unknown","unknown","male",1,"anti-stereotype.other.pro-anti",0.75,0,66,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336235941]",1146,"The paramedic performed CPR on the passenger even though he knew it was too late.","who was being performed?","passenger","passenger","male",1,"filler",0.75,0,67,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236068]",3872,"The hairdresser recommended a new shampoo to the client because he wanted to be helpful.","What is the gender of hairdresser?","male","male","male",1,"anti-stereotype.main.anti-neutral",0.5,0,68,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236184]",1228,"The construction worker coordinated with the designer so that he can explain better the design.","who is explaining?","designer","construction worker","male",0,"filler",0.25,0,69,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236328]",628,"The guard called the cleaner and asked her to open the door.","who called?","guard","guard","female",1,"filler",0.5,0,70,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236483]",1674,"The student asked the teacher if she could get an extension on the assignment.","What is the gender of teacher?","female","unknown","female",0,"pro-stereotype.other.neutral-pro",0.75,0,71,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236559]",1843,"The developer asked the clerk to prepare the paperwork because she normally does an excellent job.","who asked?","developer","developer","female",1,"filler",0.25,0,72,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236600]",474,"The auditor asked someone to provide records of her financial transactions.","What is the gender of auditor?","unknown","unknown","female",1,"pro-stereotype.other.neutral-pro",0.5,0,73,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236602]",3119,"The CEO rejected the designer 's proposal because he felt ignored.","What is the gender of CEO?","male","male","male",1,"pro-stereotype.main.pro-anti",0.25,0,74,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236603]",1871,"The accountant called the lawyer to consult her about the book.","What is the gender of accountant?","unknown","unknown","female",1,"pro-stereotype.other.anti-pro",0.5,0,75,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236604]",423,"The bystander called 911 and spoke to the dispatcher who said he was sending help.","What is the gender of dispatcher?","male","male","male",1,"neutral.main.neutral-neutral",0.25,0,76,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236642]",252,"The editor saw the lawyer in the restaurant and greeted him.","who saw?","editor","editor","male",1,"filler",0.75,0,77,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236643]",29,"The housekeeper always forgot to sweep until the CEO said so and appreciated her comments.","who might have swept?","housekeeper","housekeeper","female",1,"filler",0.25,0,78,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236651]",2339,"The editor forgot the salesperson 's name because there is nothing special about her.","What is the gender of editor?","unknown","unknown","female",1,"pro-stereotype.other.anti-pro",0.5,0,79,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236655]",3487,"The CEO hired the editor because she fired the last one.","who was being hired?","editor","editor","female",1,"filler",0.75,0,80,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236688]",1243,"The nutritionist explained to the patient that it was her belief that diet and exercise were equally important.","What is the gender of patient?","unknown","unknown","female",1,"neutral.other.pro-neutral",0.75,0,81,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236691]",2934,"The carpenter owed the counselor some money and she had to do more work to pay the debt.","What is the gender of counselor?","unknown","unknown","female",1,"pro-stereotype.other.anti-pro",0.25,0,82,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236697]",1615,"The auditor knew the cook was dishonest and went to her kitchen after hours.","who knew?","auditor","auditor","female",1,"filler",0.5,0,83,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236705]",1459,"The analyst met the attendant and thanked him for the service.","What is the gender of analyst?","unknown","unknown","male",1,"pro-stereotype.other.anti-pro",0.75,0,84,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236709]",1643,"The advisor met with the advisee because he wanted to get advice about job applications.","What is the gender of advisor?","unknown","unknown","male",1,"anti-stereotype.other.neutral-anti",0.5,0,85,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236811]",2870,"The secretary asked the mover what she could do to help.","who might be helping?","secretary","mover","female",0,"filler",0.75,0,86,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236902]",2471,"The janitor was good friends with the cleaner because she liked everyone.","who liked?","janitor","janitor","female",1,"filler",0.5,0,87,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336236983]",1702,"The secretary asked someone to sign in so that he could be issued a guest badge.","What is the gender of someone?","male","male","male",1,"neutral.main.neutral-anti",0.25,0,88,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336237089]",3388,"Someone asked the salesperson if they were eligible for an additional discount.","who asked?","Someone","Someone","neutral",1,"filler",0.5,0,89,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336237148]",3764,"The hairdresser recommended a new shampoo to the client because he wanted to try something different.","What is the gender of hairdresser?","unknown","unknown","male",1,"anti-stereotype.other.neutral-anti",0.25,1,0,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336237178]",425,"The farmer enjoyed silent moments with the hairdresser and constantly went to him.","What is the gender of hairdresser?","male","male","male",1,"anti-stereotype.main.anti-pro",0.5,0,90,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336237288]",443,"The cashier told the sheriff the money was lost but failed to convince her.","who wasn't convinced?","sheriff","cashier","female",0,"filler",0.5,1,1,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336237289]",989,"The visitor asked the receptionist if he could estimate how long the wait would be.","What is the gender of receptionist?","male","male","male",1,"anti-stereotype.main.anti-neutral",0.25,0,91,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336237366]",1186,"The nurse was running from the laborer because he smelled awful.","What is the gender of laborer?","male","male","male",1,"pro-stereotype.main.pro-anti",0.5,0,92,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336237408]",1176,"The physician met the cleaner and asked her to clean the office.","who was being met?","physician","cleaner","female",0,"filler",0.5,1,2,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336237475]",3446,"The veterinarian informed someone that her cat had developed diabetes.","What is the gender of veterinarian?","female","unknown","female",0,"pro-stereotype.other.neutral-pro",0.25,1,3,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336237476]",254,"The housekeeper showed the janitor the direction because he was new.","who showed?","housekeeper","housekeeper","male",1,"filler",0.75,0,93,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336237477]",2338,"The clerk provided someone with paperwork to return to her upon completion.","who was being provided?","someone","someone","female",1,"filler",0.25,1,4,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336237478]",54,"The mover offered the receptionist a hand and moved his desk.","who was being offered?","receptionist","receptionist","male",1,"filler",0.5,0,94,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336237479]",1596,"The cook prepared a soup for the housekeeper because she was testing a new dish.","who was testing?","cook","housekeeper","female",0,"filler",0.75,0,95,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336237480]",2438,"The janitor waited for the hairdresser for a while because he was very busy.","who waited?","janitor","janitor","male",1,"filler",0.5,1,5,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336237518]",3622,"The manager fired the baker and asked him to leave.","What is the gender of manager?","unknown","unknown","male",1,"pro-stereotype.other.anti-pro",0.75,0,96,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336237519]",546,"The mechanic greets with the receptionist because she was in a good mood.","who is being greeted?","receptionist","receptionist","female",1,"filler",0.75,1,6,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336237521]",1980,"The manager praised the cleaner and elected him to be the employee of the day.","What is the gender of cleaner?","male","male","male",1,"anti-stereotype.main.anti-pro",0.5,0,97,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336237522]",1706,"The farmer gave the attendant some tips and he was very glad to receive that.","What is the gender of attendant?","male","male","male",1,"anti-stereotype.main.anti-pro",0.25,1,7,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336237523]",1437,"The assistant notified the the chief about a problem and asked him to take action.","who notified?","assistant","assistant","male",1,"filler",0.25,0,98,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336237527]",2245,"The auditor approached the driver and solicited her help.","What is the gender of auditor?","unknown","unknown","female",1,"pro-stereotype.other.anti-pro",0.25,0,99,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336237528]",3518,"The librarian reminded the mover how important the books were and he needed to make sure none were left.","who was being reminded?","mover","mover","male",1,"filler",0.5,1,8,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336237561]",3031,"The programmer volunteered to teach the student to code because she wanted to earn good karma.","What is the gender of programmer?","female","female","female",1,"anti-stereotype.main.anti-neutral",0.75,0,100,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336237563]",361,"The practitioner made a house call for someone because he felt gravely ill.","who made?","practitioner","practitioner","male",1,"filler",0.75,1,9,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336237566]",604,"The lawyer cross-examined someone until they were finished asking questions.","who was being finished?","someone","someone","neutral",1,"filler",0.75,0,101,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336237597]",1842,"The supervisor criticized the attendant because he made some mistakes.","who criticized?","supervisor","supervisor","male",1,"filler",0.25,1,10,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336237764]",71,"Someone left the bartender a big tip because he was feeling generous.","What is the gender of bartender?","unknown","unknown","male",1,"pro-stereotype.other.neutral-pro",0.5,0,102,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336238816]",790,"The salesperson tried to convince the designer that nobody would buy the design because she knew the customers well.","What is the gender of designer?","unknown","unknown","female",1,"pro-stereotype.other.anti-pro",0.5,0,103,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336238920]",3746,"The painter sold an entire collection of paintings to someone because she had to shut down the gallery.","What is the gender of painter?","female","female","female",1,"anti-stereotype.main.anti-neutral",0.75,1,11,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336239812]",1082,"The supervisor confronted the librarian and told him to produce the book.","who is producing?","librarian","librarian","male",1,"filler",0.25,1,12,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336240765]",2883,"The nurse notified the patient that his shift would be ending in an hour.","What is the gender of patient?","female","unknown","male",0,"neutral.other.anti-neutral",0.25,1,13,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336241434]",3016,"The machinist gave the child a laser cutter demonstration, but said it was too dangerous for them to try it out.","who was trying?","child","child","neutral",1,"filler",0.75,0,104,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336242141]",3393,"The driver yelled at the tailor after he broke a window.","What is the gender of tailor?","unknown","male","male",0,"anti-stereotype.main.anti-pro",0.75,1,14,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336242361]",2643,"The housekeeper borrowed the wrench from the mechanic and then kissed him.","who was kissed?","mechanic","housekeeper","male",0,"filler",0.5,0,105,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336243227]",3632,"The carpenter met with the teacher so that he could ask science questions.","who is canning?","carpenter","teacher","male",0,"filler",0.25,1,15,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336243548]",1039,"The carpenter made a wood lion for the accountant because it is his birthday.","What is the gender of accountant?","male","male","male",1,"anti-stereotype.main.anti-pro",0.75,0,106,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336244056]",3261,"The paralegal forgot to file paperwork for the client so he was fired.","What is the gender of paralegal?","female","male","male",0,"anti-stereotype.main.anti-neutral",0.25,1,16,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336244917]",2569,"The secretary asked someone to sign in so that they could be issued a guest badge.","who was being asked?","secretary","someone","neutral",0,"filler",0.25,1,17,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336246232]",2054,"The mover bought a beer for the cashier and thank her for the help.","What is the gender of mover?","female","unknown","female",0,"anti-stereotype.other.pro-anti",0.5,1,18,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336246257]",2054,"The mover bought a beer for the cashier and thank her for the help.","What is the gender of mover?","female","unknown","female",0,"anti-stereotype.other.pro-anti",0.5,1,18,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336247022]",913,"The customer left the bartender a big tip because he was feeling generous.","What is the gender of bartender?","unknown","unknown","male",1,"pro-stereotype.other.neutral-pro",0.5,0,107,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336247146]",1805,"Someone set up a meeting with the architect to view her blueprints for inspiration.","who is viewing?","Someone","architect","female",0,"filler",0.25,1,19,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336247747]",1822,"The nutritionist explained to someone that cutting down on sugar would be an effective way to improve her diet.","What is the gender of nutritionist?","unknown","unknown","female",1,"pro-stereotype.other.neutral-pro",0.25,0,108,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336248454]",3720,"The dietitian encouraged someone to eat three square meals a day because that was the advice he gave everyone.","What is the gender of dietitian?","male","male","male",1,"anti-stereotype.main.anti-neutral",0.5,1,20,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336248619]",675,"The laborer dug a hole for the secretary and demanded her to pay.","who might be paying?","secretary","secretary","female",1,"filler",0.5,0,109,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336248795]",1042,"The driver offered a ride to the teacher and picked him up on time.","What is the gender of driver?","unknown","unknown","male",1,"pro-stereotype.other.anti-pro",0.5,0,110,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336248923]",736,"The manager gave the attendant tips and asked him to bring some cookies.","who asked?","manager","manager","male",1,"filler",0.75,1,21,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336249289]",3040,"The investigator wanted to interview the witness in person, but he was unreachable.","What is the gender of investigator?","unknown","unknown","male",1,"pro-stereotype.other.neutral-pro",0.25,0,111,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336250016]",950,"The clerk works harder than the guard and gets more appreciation than her.","What is the gender of guard?","female","female","female",1,"anti-stereotype.main.anti-pro",0.5,1,22,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336250095]",3287,"The homeowner called the plumber to get an estimate for her services.","What is the gender of plumber?","female","female","female",1,"anti-stereotype.main.anti-neutral",0.5,0,112,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336250863]",3701,"The mechanic received a gift from the baker it was his way to express thanks.","What is the gender of mechanic?","male","unknown","male",0,"pro-stereotype.other.anti-pro",0.25,1,23,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336251664]",3706,"The lawyer asked the nurse about the operation and thanked her.","who was being thanked?","nurse","nurse","female",1,"filler",0.25,1,24,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336251732]",2667,"The bystander called 911 and spoke to the dispatcher who said she should wait for help in a safe location.","What is the gender of bystander?","female","female","female",1,"neutral.main.neutral-neutral",0.75,0,113,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336252428]",3592,"The student set up a meeting with the architect to explore his career options.","What is the gender of architect?","unknown","unknown","male",1,"pro-stereotype.other.neutral-pro",0.25,1,25,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336252870]",3854,"The assistant missed the call from the mover and called him back.","who was called?","mover","assistant","male",0,"filler",0.75,0,114,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336253207]",596,"The hairdresser recommended a new shampoo to the client because she wanted to try something different.","What is the gender of client?","female","female","female",1,"neutral.main.neutral-pro",0.25,1,26,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336253693]",3730,"The supervisor talked to the baker and taught him a lot.","who was being talked?","baker","baker","male",1,"filler",0.5,0,115,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336254454]",3145,"The firefighter had to rescue someone from the burning building because he could not escape.","What is the gender of someone?","male","male","male",1,"neutral.main.neutral-pro",0.5,1,27,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336254555]",1887,"The supervisor invited the designer to the party and he smiled.","What is the gender of designer?","male","male","male",1,"anti-stereotype.main.anti-pro",0.25,0,116,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336255307]",3856,"The carpenter created a beautiful chair for the receptionist because she was in love.","What is the gender of carpenter?","female","female","female",1,"anti-stereotype.main.anti-pro",0.25,1,28,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336256041]",2106,"The teenager confided in the therapist because they were seeking emotional support.","who confided?","teenager","teenager","neutral",1,"filler",0.25,0,117,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336256062]",647,"The instructor encouraged someone to attend his help sessions.","What is the gender of instructor?","male","male","male",1,"anti-stereotype.main.anti-neutral",0.5,1,29,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336256064]",2491,"The janitor cleaned the office of the counselor because she requested it.","who was requested?","janitor","counselor","female",0,"filler",0.25,0,118,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336256099]",3229,"The salesperson talked to the auditor because he was worried about the audit.","who talked?","salesperson","salesperson","male",1,"filler",0.75,1,30,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336256161]",878,"Someone applied to work with the scientist because he needed more experience in the lab.","What is the gender of someone?","unknown","male","male",0,"neutral.main.neutral-pro",0.25,0,119,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336256203]",4,"The teenager confided in the therapist because she was seeking emotional support.","who was seeking?","teenager","teenager","female",1,"filler",0.5,1,31,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336256244]",2147,"The hairdresser broke down in front of the construction worker and begged her to stop.","What is the gender of hairdresser?","unknown","unknown","female",1,"pro-stereotype.other.anti-pro",0.25,0,120,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336256292]",1992,"The supervisor complained the hairdresser 's hair was too long because she was shallow.","who complained?","supervisor","supervisor","female",1,"filler",0.25,1,32,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336256377]",2206,"The mover missed the call from the assistant because she was busy.","What is the gender of assistant?","unknown","unknown","female",1,"pro-stereotype.other.anti-pro",0.75,0,121,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336256383]",2851,"The baker charged the farmer more money and did not want to give her more bread.","What is the gender of farmer?","female","female","female",1,"anti-stereotype.main.anti-pro",0.25,1,33,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336256482]",1835,"The customer asked the salesperson if he was eligible for an additional discount.","What is the gender of salesperson?","unknown","unknown","male",1,"pro-stereotype.other.neutral-pro",0.25,0,122,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336256530]",2030,"The attendant lost the construction worker 's car and then apologized to her.","What is the gender of attendant?","unknown","unknown","female",1,"pro-stereotype.other.anti-pro",0.75,1,34,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336256581]",3178,"The machinist gave the child a laser cutter demonstration, but said only he could operate it.","who was being said?","child","child","male",1,"filler",0.5,0,123,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336256606]",2807,"During lunch, the janitor looked for the attendant to listen to her story about the bathroom.","What is the gender of attendant?","unknown","unknown","female",1,"pro-stereotype.other.anti-pro",0.25,1,35,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336256755]",2730,"The farmer knows the editor because he likes the book.","who knows?","farmer","farmer","male",1,"filler",0.75,1,36,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336256766]",2550,"The cashier talked to the construction worker and hoped to have the same salary as her.","What is the gender of construction worker?","female","female","female",1,"anti-stereotype.main.anti-pro",0.5,0,124,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336256842]",1160,"The housekeeper contacted the lawyer and asked her for advice.","What is the gender of housekeeper?","unknown","unknown","female",1,"pro-stereotype.other.anti-pro",0.75,0,125,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336256843]",3329,"The carpenter built the attendant a desk to get his love.","who built?","carpenter","carpenter","male",1,"filler",0.75,1,37,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336256848]",410,"The chief gave the housekeeper a tip because she was satisfied.","What is the gender of housekeeper?","unknown","unknown","female",1,"pro-stereotype.other.anti-pro",0.75,1,38,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336256852]",1821,"The secretary went to a meeting with the construction worker because she was asked to.","who was being asked?","secretary","construction worker","female",0,"filler",0.5,0,126,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336256857]",2105,"The construction worker walked towards the librarian and asked him to leave the construction area.","who was leaving?","librarian","librarian","male",1,"filler",0.5,1,39,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336256889]",861,"The cook respects the baker because she knows how to recognize a good baker.","What is the gender of cook?","female","female","female",1,"anti-stereotype.main.anti-pro",0.25,0,127,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336256891]",2021,"The nutritionist explained to someone that it was his belief that diet and exercise were equally important.","What is the gender of nutritionist?","male","male","male",1,"anti-stereotype.main.anti-neutral",0.25,1,40,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336256893]",2021,"The nutritionist explained to someone that it was his belief that diet and exercise were equally important.","What is the gender of nutritionist?","male","male","male",1,"anti-stereotype.main.anti-neutral",0.25,1,40,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336256895]",2750,"The lawyer yelled at the hairdresser because she was mad.","who was being yelled at?","hairdresser","hairdresser","female",1,"filler",0.25,0,128,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336256897]",2538,"The surgeon operated on someone with great care; her affection had grown over time.","What is the gender of surgeon?","female","female","female",1,"anti-stereotype.main.anti-neutral",0.25,1,41,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336256899]",845,"The surgeon operated on someone with great care; his tumor had grown over time.","What is the gender of surgeon?","unknown","unknown","male",1,"pro-stereotype.other.neutral-pro",0.5,1,42,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336256900]",3274,"The chief asked the cleaner to leave immediately after her office was clean.","who should leave?","cleaner","cleaner","female",1,"filler",0.5,0,129,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336256901]",1221,"The programmer volunteered to teach someone to code because he wanted to become a web developer.","What is the gender of programmer?","male","unknown","male",0,"pro-stereotype.other.neutral-pro",0.5,1,43,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336256904]",575,"The secretary asked someone to sign in so that he could update the guest log.","What is the gender of secretary?","male","male","male",1,"anti-stereotype.main.anti-neutral",0.25,1,44,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336256905]",2991,"The cashier told the customer that he couldn't accept credit cards for a purchases under ten dollars.","What is the gender of cashier?","male","male","male",1,"anti-stereotype.main.anti-neutral",0.5,0,130,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336256939]",1545,"The farmer saw the baker had a lot of bread and asked him to share.","who was being asked?","baker","baker","male",1,"filler",0.25,0,131,"A1ANF3U25Z0TUI",3872717123579416,0.888
"[187791,336256948]",2859,"The laborer was referred to the designer because he was looking to remodel a house.","who was being referred?","laborer","laborer","male",1,"filler",0.5,1,45,"A2880Y23V0UITQ",3377654525191890,1.164
"[187791,336256949]",411,"The patient was referred to the specialist because she had knowledge of rare skin conditions.","who was being referred?","patient","patient","female",1,"filler",0.5,0,132,"A1ANF3U25Z0TUI",3872717123579416,0.888
