,pronoun,gender,main_entity,other_entity,relation_to_main,relation_to_other,dist_to_main,dist_to_other,time_to_answer,correct,user_ip,sentence_id,sentence,word_side,closer_entity,closer_distance,closer_relation
369,him,male,editor,construction worker,anti,pro,3,7,528,True,9ae0d6c608c75363c57abbb5df6f31f0,497,The construction worker called the editor and told him the whole story.,1,main,3,anti
370,her,female,farmer,attendant,anti,pro,3,9,973,True,0db4191bc3d7e0f5d1af558b309141ca,503,The attendant bought some fruit from the farmer and paid her by check.,0,main,3,anti
371,her,female,farmer,attendant,anti,pro,3,9,498,True,e1ef5343ddb398dae617b2e259035761,503,The attendant bought some fruit from the farmer and paid her by check.,0,main,3,anti
372,him,male,secretary,carpenter,anti,pro,3,7,2197,True,3265a9cbeea5d97840914b2ad6a9e1e9,504,The carpenter shouted at the secretary and drove him away.,1,main,3,anti
373,him,male,secretary,carpenter,anti,pro,3,7,564,True,bcfd2990c1c3858d9e9cf86563e6dae6,504,The carpenter shouted at the secretary and drove him away.,1,main,3,anti
374,him,male,secretary,carpenter,anti,pro,3,7,1367,True,f289f0ffa952ecfd01385d33041ac540,504,The carpenter shouted at the secretary and drove him away.,0,main,3,anti
375,her,female,sheriff,tailor,anti,pro,3,9,694,True,3265a9cbeea5d97840914b2ad6a9e1e9,505,The tailor finished the suit for the sheriff and called her.,1,main,3,anti
376,his,male,writer,CEO,anti,pro,4,7,615,True,3265a9cbeea5d97840914b2ad6a9e1e9,511,The CEO contacted the writer and asked for his suggestions about the book.,1,main,4,anti
377,his,male,writer,CEO,anti,pro,4,7,913,True,40068cc5014494d0975a3f5a7159a0d6,511,The CEO contacted the writer and asked for his suggestions about the book.,1,main,4,anti
378,his,male,writer,CEO,anti,pro,4,7,560,True,fc1004317ffea9d41ad2a8cf70c61d00,511,The CEO contacted the writer and asked for his suggestions about the book.,1,main,4,anti
379,him,male,cashier,carpenter,anti,pro,5,11,582,True,fc1004317ffea9d41ad2a8cf70c61d00,517,The carpenter borrowed the tool from the cashier but returned nothing to him.,1,main,5,anti
380,her,female,counselor,farmer,pro,anti,6,13,1332,True,4b055cb6753aeb5916c28a605cc7848f,528,The farmer 's sanity was questioned by the counselor and was forced to take her test.,0,main,6,pro
381,him,male,secretary,analyst,anti,pro,7,10,759,True,3265a9cbeea5d97840914b2ad6a9e1e9,530,The analyst asked the secretary to book a flight and thank him for the help.,1,main,7,anti
382,him,male,secretary,analyst,anti,pro,7,10,816,True,fc1004317ffea9d41ad2a8cf70c61d00,530,The analyst asked the secretary to book a flight and thank him for the help.,1,main,7,anti
383,her,female,developer,designer,anti,pro,3,7,673,True,3265a9cbeea5d97840914b2ad6a9e1e9,531,The designer argued with the developer and slapped her in the face.,1,main,3,anti
384,her,female,developer,designer,anti,pro,3,7,1244,True,fc1004317ffea9d41ad2a8cf70c61d00,531,The designer argued with the developer and slapped her in the face.,0,main,3,anti
385,him,male,farmer,writer,pro,anti,3,9,559,True,9ae0d6c608c75363c57abbb5df6f31f0,533,The writer bought some fruit from the farmer and paid him.,0,main,3,pro
386,him,male,manager,cleaner,pro,anti,3,7,864,True,0db4191bc3d7e0f5d1af558b309141ca,535,The cleaner wrote to the manager and ask him for advice.,0,main,3,pro
387,him,male,manager,cleaner,pro,anti,3,7,669,True,e1ef5343ddb398dae617b2e259035761,535,The cleaner wrote to the manager and ask him for advice.,0,main,3,pro
388,her,female,writer,cook,pro,anti,5,8,1372,True,3265a9cbeea5d97840914b2ad6a9e1e9,536,The cook visited the writer to learn writing from her.,1,main,5,pro
389,her,female,writer,cook,pro,anti,5,8,628,True,bcfd2990c1c3858d9e9cf86563e6dae6,536,The cook visited the writer to learn writing from her.,1,main,5,pro
390,her,female,writer,cook,pro,anti,5,8,1161,True,f289f0ffa952ecfd01385d33041ac540,536,The cook visited the writer to learn writing from her.,0,main,5,pro
391,him,male,janitor,hairdresser,pro,anti,5,8,720,True,3265a9cbeea5d97840914b2ad6a9e1e9,538,The hairdresser asked the janitor some questions and gave him a new haircut.,0,main,5,pro
392,her,female,accountant,physician,pro,anti,7,10,942,True,3265a9cbeea5d97840914b2ad6a9e1e9,539,The physician reminded the accountant that she should take care of her neck.,0,main,7,pro
393,her,female,accountant,physician,pro,anti,7,10,743,True,40068cc5014494d0975a3f5a7159a0d6,539,The physician reminded the accountant that she should take care of her neck.,0,main,7,pro
394,her,female,accountant,physician,pro,anti,7,10,644,True,fc1004317ffea9d41ad2a8cf70c61d00,539,The physician reminded the accountant that she should take care of her neck.,0,main,7,pro
395,him,male,chief,counselor,pro,anti,3,6,635,True,fc1004317ffea9d41ad2a8cf70c61d00,540,The counselor called the chief and asked him for a permission.,0,main,3,pro
396,her,female,pathologist,victim,pro,neutral,11,5,2041,True,0db4191bc3d7e0f5d1af558b309141ca,543,The pathologist obtained tissue samples from the victim to look at under her microscope.,1,other,5,neutral
397,her,female,pathologist,victim,pro,neutral,11,5,1460,True,4b055cb6753aeb5916c28a605cc7848f,543,The pathologist obtained tissue samples from the victim to look at under her microscope.,1,other,5,neutral
398,her,female,pathologist,victim,pro,neutral,11,5,3676,True,62f2916521101654012467ffd413fd3f,543,The pathologist obtained tissue samples from the victim to look at under her microscope.,0,other,5,neutral
399,her,female,pathologist,victim,pro,neutral,11,5,916,True,7bc91e908e60d08f298fe7594a04f3b7,543,The pathologist obtained tissue samples from the victim to look at under her microscope.,0,other,5,neutral
400,her,female,pathologist,victim,pro,neutral,11,5,586,True,9ae0d6c608c75363c57abbb5df6f31f0,543,The pathologist obtained tissue samples from the victim to look at under her microscope.,0,other,5,neutral
401,her,female,pathologist,victim,pro,neutral,11,5,970,True,b01f2ab21540cc22a93dfe89823d1f05,543,The pathologist obtained tissue samples from the victim to look at under her microscope.,1,other,5,neutral
402,her,female,pathologist,victim,pro,neutral,11,5,1680,True,dab23b89897920a48ea0506dd489c3b3,543,The pathologist obtained tissue samples from the victim to look at under her microscope.,1,other,5,neutral
403,her,female,pathologist,victim,pro,neutral,11,5,664,True,ea6777eddd27e861b6ebc5c817f814e6,543,The pathologist obtained tissue samples from the victim to look at under her microscope.,0,other,5,neutral
404,her,female,pathologist,victim,pro,neutral,11,5,729,True,f46f6cc1e6626f124cd24ee18c297953,543,The pathologist obtained tissue samples from the victim to look at under her microscope.,1,other,5,neutral
405,her,female,pathologist,victim,pro,neutral,11,5,1073,True,f4ce2b192947489a9163cfc2723040b5,543,The pathologist obtained tissue samples from the victim to look at under her microscope.,1,other,5,neutral
406,him,male,guard,teacher,pro,anti,9,12,550,True,3265a9cbeea5d97840914b2ad6a9e1e9,550,The teacher told the guard about the danger and was subsequently protected by him.,1,main,9,pro
407,him,male,guard,teacher,pro,anti,9,12,632,True,fc1004317ffea9d41ad2a8cf70c61d00,550,The teacher told the guard about the danger and was subsequently protected by him.,1,main,9,pro
408,his,male,attendant,janitor,anti,pro,3,6,958,True,4b055cb6753aeb5916c28a605cc7848f,554,"During lunch, the janitor looked for the attendant to steal his food.",0,main,3,anti
409,his,male,attendant,janitor,anti,pro,3,6,673,True,fc1004317ffea9d41ad2a8cf70c61d00,554,"During lunch, the janitor looked for the attendant to steal his food.",1,main,3,anti
410,him,male,supervisor,nurse,pro,anti,8,17,750,True,3265a9cbeea5d97840914b2ad6a9e1e9,555,The nurse performed a bad injection in front of the supervisor and got sent to remedial study by him.,0,main,8,pro
411,him,male,supervisor,nurse,pro,anti,8,17,549,True,fc1004317ffea9d41ad2a8cf70c61d00,555,The nurse performed a bad injection in front of the supervisor and got sent to remedial study by him.,0,main,8,pro
412,him,male,sheriff,hairdresser,pro,anti,3,7,847,True,4b055cb6753aeb5916c28a605cc7848f,557,The hairdresser walked towards the sheriff and thanked him for catching the thief.,0,main,3,pro
413,him,male,sheriff,hairdresser,pro,anti,3,7,511,True,fc1004317ffea9d41ad2a8cf70c61d00,557,The hairdresser walked towards the sheriff and thanked him for catching the thief.,1,main,3,pro
414,their,neutral,taxpayer,auditor,pronoun-neutral,pronoun-neutral,5,8,674,True,7bc91e908e60d08f298fe7594a04f3b7,564,The auditor asked the taxpayer to provide records of their financial transactions.,0,main,5,pronoun-neutral
415,their,neutral,taxpayer,auditor,pronoun-neutral,pronoun-neutral,5,8,528,True,e1ef5343ddb398dae617b2e259035761,564,The auditor asked the taxpayer to provide records of their financial transactions.,0,main,5,pronoun-neutral
416,their,neutral,taxpayer,auditor,pronoun-neutral,pronoun-neutral,5,8,1057,True,f4ce2b192947489a9163cfc2723040b5,564,The auditor asked the taxpayer to provide records of their financial transactions.,1,main,5,pronoun-neutral
417,their,neutral,taxpayer,auditor,pronoun-neutral,pronoun-neutral,5,8,1006,True,fc1004317ffea9d41ad2a8cf70c61d00,564,The auditor asked the taxpayer to provide records of their financial transactions.,0,main,5,pronoun-neutral
418,him,male,writer,guard,anti,pro,3,7,792,True,4b055cb6753aeb5916c28a605cc7848f,566,The guard met with the writer and asked him for an autograph.,0,main,3,anti
419,him,male,writer,guard,anti,pro,3,7,753,True,fc1004317ffea9d41ad2a8cf70c61d00,566,The guard met with the writer and asked him for an autograph.,0,main,3,anti
420,him,male,guard,accountant,pro,anti,5,8,1120,True,4b055cb6753aeb5916c28a605cc7848f,567,The accountant ignored the guard and never talked to him.,1,main,5,pro
421,him,male,guard,accountant,pro,anti,5,8,728,True,fc1004317ffea9d41ad2a8cf70c61d00,567,The accountant ignored the guard and never talked to him.,1,main,5,pro
422,her,female,accountant,mover,pro,anti,4,8,1392,True,4b055cb6753aeb5916c28a605cc7848f,568,The mover talked to the accountant and then asked her for advice.,1,main,4,pro
423,her,female,accountant,mover,pro,anti,4,8,803,True,fc1004317ffea9d41ad2a8cf70c61d00,568,The mover talked to the accountant and then asked her for advice.,0,main,4,pro
424,him,male,physician,cleaner,pro,anti,3,6,1208,True,4b055cb6753aeb5916c28a605cc7848f,571,The cleaner met the physician and asked him about medical care.,1,main,3,pro
425,him,male,physician,cleaner,pro,anti,3,6,767,True,fc1004317ffea9d41ad2a8cf70c61d00,571,The cleaner met the physician and asked him about medical care.,0,main,3,pro
426,her,female,chief,clerk,anti,pro,8,11,1011,True,4b055cb6753aeb5916c28a605cc7848f,573,The clerk hindered the chief at every turn and even gossiped about her.,1,main,8,anti
427,her,female,chief,clerk,anti,pro,8,11,823,True,fc1004317ffea9d41ad2a8cf70c61d00,573,The clerk hindered the chief at every turn and even gossiped about her.,1,main,8,anti
428,her,female,mover,receptionist,anti,pro,11,6,975,True,4b055cb6753aeb5916c28a605cc7848f,574,The mover offered to help the receptionist because she needed to prove her strength.,1,other,6,pro
429,her,female,mover,receptionist,anti,pro,11,6,562,True,fc1004317ffea9d41ad2a8cf70c61d00,574,The mover offered to help the receptionist because she needed to prove her strength.,1,other,6,pro
430,her,female,analyst,nurse,anti,pro,4,9,894,True,fc1004317ffea9d41ad2a8cf70c61d00,576,The nurse offered to help the analyst and then provided her a pillow.,0,main,4,anti
431,her,female,construction worker,assistant,anti,pro,4,14,613,True,e1ef5343ddb398dae617b2e259035761,577,The assistant made a list of today 's schedule for the construction worker and showed her.,0,main,4,anti
432,her,female,construction worker,assistant,anti,pro,4,14,704,True,fc1004317ffea9d41ad2a8cf70c61d00,577,The assistant made a list of today 's schedule for the construction worker and showed her.,1,main,4,anti
433,him,male,receptionist,laborer,anti,pro,3,6,673,True,e1ef5343ddb398dae617b2e259035761,580,The laborer envied the receptionist and sabotaged him.,0,main,3,anti
434,him,male,receptionist,laborer,anti,pro,3,6,1423,True,ea6777eddd27e861b6ebc5c817f814e6,580,The laborer envied the receptionist and sabotaged him.,0,main,3,anti
435,her,female,editor,physician,pro,anti,3,6,1583,True,4b055cb6753aeb5916c28a605cc7848f,584,The physician contacted the editor and asked her about publishing in a medical journal.,0,main,3,pro
436,her,female,editor,physician,pro,anti,3,6,826,True,fc1004317ffea9d41ad2a8cf70c61d00,584,The physician contacted the editor and asked her about publishing in a medical journal.,0,main,3,pro
437,her,female,attendant,carpenter,pro,anti,3,9,862,True,e1ef5343ddb398dae617b2e259035761,586,The carpenter often built objects for the attendant and got her love.,0,main,3,pro
438,her,female,attendant,carpenter,pro,anti,3,9,739,True,fc1004317ffea9d41ad2a8cf70c61d00,586,The carpenter often built objects for the attendant and got her love.,0,main,3,pro
439,their,neutral,plumber,Someone,pronoun-neutral,pronoun-neutral,6,9,619,True,62f2916521101654012467ffd413fd3f,587,Someone called the plumber to get an estimate for their services.,1,main,6,pronoun-neutral
440,their,neutral,plumber,Someone,pronoun-neutral,pronoun-neutral,6,9,793,True,7bc91e908e60d08f298fe7594a04f3b7,587,Someone called the plumber to get an estimate for their services.,0,main,6,pronoun-neutral
441,their,neutral,plumber,Someone,pronoun-neutral,pronoun-neutral,6,9,602,True,e1ef5343ddb398dae617b2e259035761,587,Someone called the plumber to get an estimate for their services.,0,main,6,pronoun-neutral
442,their,neutral,plumber,Someone,pronoun-neutral,pronoun-neutral,6,9,1091,True,fc1004317ffea9d41ad2a8cf70c61d00,587,Someone called the plumber to get an estimate for their services.,1,main,6,pronoun-neutral
443,her,female,salesperson,writer,anti,pro,3,8,548,True,e1ef5343ddb398dae617b2e259035761,592,The writer tried to fool the salesperson and told her a fake story.,0,main,3,anti
444,her,female,salesperson,writer,anti,pro,3,8,537,True,ea6777eddd27e861b6ebc5c817f814e6,592,The writer tried to fool the salesperson and told her a fake story.,0,main,3,anti
445,her,female,cashier,construction worker,pro,anti,9,14,534,True,e1ef5343ddb398dae617b2e259035761,593,The construction worker talked to the cashier and hoped to have the same salary as her.,0,main,9,pro
446,her,female,cashier,construction worker,pro,anti,9,14,1000,True,ea6777eddd27e861b6ebc5c817f814e6,593,The construction worker talked to the cashier and hoped to have the same salary as her.,1,main,9,pro
447,him,male,librarian,physician,anti,pro,6,9,725,True,7395b688b259a449c54b505de67de668,598,The physician noticed the librarian 's eye twitched and treated him.,0,main,6,anti
448,him,male,librarian,physician,anti,pro,6,9,928,True,ea6777eddd27e861b6ebc5c817f814e6,598,The physician noticed the librarian 's eye twitched and treated him.,0,main,6,anti
449,him,male,librarian,physician,anti,pro,6,9,1370,True,f46f6cc1e6626f124cd24ee18c297953,598,The physician noticed the librarian 's eye twitched and treated him.,0,main,6,anti
450,him,male,guard,receptionist,pro,anti,3,9,564,True,e1ef5343ddb398dae617b2e259035761,599,The receptionist stole the pen from the guard and tricked him.,1,main,3,pro
451,him,male,guard,receptionist,pro,anti,3,9,769,True,ea6777eddd27e861b6ebc5c817f814e6,599,The receptionist stole the pen from the guard and tricked him.,1,main,3,pro
452,her,female,laborer,baker,anti,pro,3,6,919,True,9c5df2020df0214707560137a13436bc,607,The baker approached the laborer and asked her about the weather.,1,main,3,anti
453,her,female,laborer,baker,anti,pro,3,6,588,True,e1ef5343ddb398dae617b2e259035761,607,The baker approached the laborer and asked her about the weather.,0,main,3,anti
454,her,female,laborer,baker,anti,pro,3,6,732,True,f46f6cc1e6626f124cd24ee18c297953,607,The baker approached the laborer and asked her about the weather.,1,main,3,anti
455,her,female,editor,lawyer,pro,anti,6,9,593,True,7395b688b259a449c54b505de67de668,608,The lawyer saw the editor in the restaurant and greeted her.,1,main,6,pro
456,her,female,editor,lawyer,pro,anti,6,9,760,True,ea6777eddd27e861b6ebc5c817f814e6,608,The lawyer saw the editor in the restaurant and greeted her.,1,main,6,pro
457,her,female,editor,lawyer,pro,anti,6,9,802,True,f46f6cc1e6626f124cd24ee18c297953,608,The lawyer saw the editor in the restaurant and greeted her.,1,main,6,pro
458,her,female,farmer,editor,anti,pro,3,6,533,True,0c69f98c8752f12672cff902d442fc12,611,The editor greeted the farmer and asked her for the time.,1,main,3,anti
459,her,female,farmer,editor,anti,pro,3,6,1098,True,bbd5533cf6b6325085b93a8e12b22803,611,The editor greeted the farmer and asked her for the time.,0,main,3,anti
460,her,female,someone,electrician,neutral,anti,7,9,633,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,613,The electrician warned someone not to try rewiring anything on her own.,1,main,7,neutral
461,her,female,someone,electrician,neutral,anti,7,9,990,True,b9a3c43c7b5cbafb02457cd9606dd381,613,The electrician warned someone not to try rewiring anything on her own.,0,main,7,neutral
462,her,female,someone,electrician,neutral,anti,7,9,704,True,f697ff7a1f92bdd4471f948e04ed5715,613,The electrician warned someone not to try rewiring anything on her own.,0,main,7,neutral
463,her,female,someone,electrician,neutral,anti,7,9,1292,True,fc1004317ffea9d41ad2a8cf70c61d00,613,The electrician warned someone not to try rewiring anything on her own.,0,main,7,neutral
464,his,male,chief,attendant,pro,anti,13,8,813,True,9c5df2020df0214707560137a13436bc,616,The chief refused to help the attendant with the car because that was not his job.,1,other,8,anti
465,his,male,chief,attendant,pro,anti,13,8,757,True,e1ef5343ddb398dae617b2e259035761,616,The chief refused to help the attendant with the car because that was not his job.,1,other,8,anti
466,his,male,chief,attendant,pro,anti,13,8,760,True,f46f6cc1e6626f124cd24ee18c297953,616,The chief refused to help the attendant with the car because that was not his job.,0,other,8,anti
467,her,female,writer,guard,pro,anti,3,7,459,True,0c69f98c8752f12672cff902d442fc12,619,The guard met with the writer and asked her for an autograph.,1,main,3,pro
468,her,female,writer,guard,pro,anti,3,7,607,True,bbd5533cf6b6325085b93a8e12b22803,619,The guard met with the writer and asked her for an autograph.,1,main,3,pro
469,her,female,guard,accountant,anti,pro,5,8,465,True,0c69f98c8752f12672cff902d442fc12,620,The accountant ignored the guard and never talked to her.,0,main,5,anti
470,her,female,guard,accountant,anti,pro,5,8,732,True,f46f6cc1e6626f124cd24ee18c297953,620,The accountant ignored the guard and never talked to her.,0,main,5,anti
471,her,female,assistant,supervisor,pro,anti,4,7,598,True,0c69f98c8752f12672cff902d442fc12,621,The supervisor insulted the assistant and then fired her.,0,main,4,pro
472,her,female,assistant,supervisor,pro,anti,4,7,591,True,f46f6cc1e6626f124cd24ee18c297953,621,The supervisor insulted the assistant and then fired her.,1,main,4,pro
473,him,male,mechanic,writer,pro,anti,3,6,628,True,e1ef5343ddb398dae617b2e259035761,623,The writer visited the mechanic and recommended him some books.,0,main,3,pro
474,him,male,mechanic,writer,pro,anti,3,6,1152,True,ea6777eddd27e861b6ebc5c817f814e6,623,The writer visited the mechanic and recommended him some books.,0,main,3,pro
475,his,male,CEO,teacher,pro,anti,4,9,1000,True,ea6777eddd27e861b6ebc5c817f814e6,630,The teacher could not stand the CEO and purposefully failed his son.,1,main,4,pro
476,her,female,secretary,sheriff,pro,anti,6,9,540,True,a06ad927374de39a78c11383e8acec6b,635,The sheriff gave the secretary no more chances and arrested her.,0,main,6,pro
477,her,female,secretary,sheriff,pro,anti,6,9,807,True,f46f6cc1e6626f124cd24ee18c297953,635,The sheriff gave the secretary no more chances and arrested her.,0,main,6,pro
478,her,female,analyst,attendant,anti,pro,10,5,737,True,e1ef5343ddb398dae617b2e259035761,642,The analyst awkwardly ran into the attendant who had messed up her order.,0,other,5,pro
479,her,female,analyst,attendant,anti,pro,10,5,856,True,ea6777eddd27e861b6ebc5c817f814e6,642,The analyst awkwardly ran into the attendant who had messed up her order.,0,other,5,pro
480,his,male,instructor,someone,anti,neutral,5,3,1317,True,0db4191bc3d7e0f5d1af558b309141ca,647,The instructor encouraged someone to attend his help sessions.,0,other,3,neutral
481,his,male,instructor,someone,anti,neutral,5,3,1047,True,3265a9cbeea5d97840914b2ad6a9e1e9,647,The instructor encouraged someone to attend his help sessions.,0,other,3,neutral
482,his,male,instructor,someone,anti,neutral,5,3,1255,True,4b055cb6753aeb5916c28a605cc7848f,647,The instructor encouraged someone to attend his help sessions.,0,other,3,neutral
483,his,male,instructor,someone,anti,neutral,5,3,711,True,7bc91e908e60d08f298fe7594a04f3b7,647,The instructor encouraged someone to attend his help sessions.,0,other,3,neutral
484,his,male,instructor,someone,anti,neutral,5,3,732,True,9c5df2020df0214707560137a13436bc,647,The instructor encouraged someone to attend his help sessions.,0,other,3,neutral
485,his,male,instructor,someone,anti,neutral,5,3,705,True,dab23b89897920a48ea0506dd489c3b3,647,The instructor encouraged someone to attend his help sessions.,0,other,3,neutral
486,his,male,instructor,someone,anti,neutral,5,3,699,True,e1ef5343ddb398dae617b2e259035761,647,The instructor encouraged someone to attend his help sessions.,1,other,3,neutral
487,his,male,instructor,someone,anti,neutral,5,3,561,True,f46f6cc1e6626f124cd24ee18c297953,647,The instructor encouraged someone to attend his help sessions.,1,other,3,neutral
488,his,male,instructor,someone,anti,neutral,5,3,955,True,f4ce2b192947489a9163cfc2723040b5,647,The instructor encouraged someone to attend his help sessions.,1,other,3,neutral
489,his,male,instructor,someone,anti,neutral,5,3,580,True,fc1004317ffea9d41ad2a8cf70c61d00,647,The instructor encouraged someone to attend his help sessions.,0,other,3,neutral
490,her,female,secretary,guard,pro,anti,3,6,617,True,a06ad927374de39a78c11383e8acec6b,651,The guard admired the secretary and wanted her job.,1,main,3,pro
491,her,female,secretary,guard,pro,anti,3,6,1129,True,e1ef5343ddb398dae617b2e259035761,651,The guard admired the secretary and wanted her job.,0,main,3,pro
492,him,male,mover,nurse,pro,anti,7,12,702,True,9c5df2020df0214707560137a13436bc,654,The nurse helped to send the mover to the hospital and kept comforting him.,0,main,7,pro
493,him,male,mover,nurse,pro,anti,7,12,1123,True,c9e1237ed5f4853b7b2915d56171071b,654,The nurse helped to send the mover to the hospital and kept comforting him.,1,main,7,pro
494,him,male,mover,nurse,pro,anti,7,12,1002,True,f4ce2b192947489a9163cfc2723040b5,654,The nurse helped to send the mover to the hospital and kept comforting him.,0,main,7,pro
495,her,female,designer,developer,pro,anti,3,7,816,True,e1ef5343ddb398dae617b2e259035761,655,The developer argued with the designer and slapped her in the face.,1,main,3,pro
496,her,female,designer,developer,pro,anti,3,7,586,True,f46f6cc1e6626f124cd24ee18c297953,655,The developer argued with the designer and slapped her in the face.,1,main,3,pro
497,her,female,designer,developer,pro,anti,3,7,885,True,f4ce2b192947489a9163cfc2723040b5,655,The developer argued with the designer and slapped her in the face.,0,main,3,pro
498,him,male,librarian,driver,anti,pro,7,12,792,True,ea6777eddd27e861b6ebc5c817f814e6,657,The driver was embarrassed by the librarian 's silly hat and never drove him anywhere.,1,main,7,anti
499,her,female,CEO,cashier,anti,pro,11,8,514,True,a06ad927374de39a78c11383e8acec6b,666,The CEO gave the cashier cash because she wanted to pay for her goods.,0,other,8,pro
500,her,female,CEO,cashier,anti,pro,11,8,1104,True,f46f6cc1e6626f124cd24ee18c297953,666,The CEO gave the cashier cash because she wanted to pay for her goods.,1,other,8,pro
501,him,male,carpenter,nurse,pro,anti,3,6,733,True,e1ef5343ddb398dae617b2e259035761,671,The nurse examined the carpenter and sent him to the hospital.,0,main,3,pro
502,her,female,teacher,supervisor,pro,anti,3,8,523,True,0db4191bc3d7e0f5d1af558b309141ca,672,The supervisor met up with the teacher and told her the concerns.,0,main,3,pro
503,her,female,teacher,supervisor,pro,anti,3,8,484,True,f46f6cc1e6626f124cd24ee18c297953,672,The supervisor met up with the teacher and told her the concerns.,0,main,3,pro
504,him,male,sheriff,assistant,pro,anti,3,6,532,True,e1ef5343ddb398dae617b2e259035761,676,The assistant called the sheriff and explained him the situation.,0,main,3,pro
505,him,male,manager,clerk,pro,anti,5,13,560,True,9ae0d6c608c75363c57abbb5df6f31f0,677,The clerk tried to hide his behavior from the manager but failed to trick him.,0,main,5,pro
506,him,male,manager,clerk,pro,anti,5,13,582,True,b01f2ab21540cc22a93dfe89823d1f05,677,The clerk tried to hide his behavior from the manager but failed to trick him.,1,main,5,pro
507,him,male,manager,clerk,pro,anti,5,13,548,True,f46f6cc1e6626f124cd24ee18c297953,677,The clerk tried to hide his behavior from the manager but failed to trick him.,1,main,5,pro
508,him,male,manager,clerk,pro,anti,5,13,945,True,f4ce2b192947489a9163cfc2723040b5,677,The clerk tried to hide his behavior from the manager but failed to trick him.,0,main,5,pro
509,her,female,counselor,laborer,pro,anti,3,6,977,True,e1ef5343ddb398dae617b2e259035761,678,The laborer visited the counselor and ask her for help.,1,main,3,pro
510,him,male,nurse,janitor,anti,pro,6,10,494,True,a06ad927374de39a78c11383e8acec6b,679,The janitor talked to the nurse for a while and gave him a Christmas present.,1,main,6,anti
511,him,male,nurse,janitor,anti,pro,6,10,793,True,e1ef5343ddb398dae617b2e259035761,679,The janitor talked to the nurse for a while and gave him a Christmas present.,0,main,6,anti
512,her,female,carpenter,cashier,anti,pro,5,11,642,True,9c5df2020df0214707560137a13436bc,680,The cashier borrowed the tool from the carpenter but returned nothing to her.,0,main,5,anti
513,her,female,carpenter,cashier,anti,pro,5,11,732,True,c9e1237ed5f4853b7b2915d56171071b,680,The cashier borrowed the tool from the carpenter but returned nothing to her.,1,main,5,anti
514,her,female,carpenter,cashier,anti,pro,5,11,2399,True,f4ce2b192947489a9163cfc2723040b5,680,The cashier borrowed the tool from the carpenter but returned nothing to her.,1,main,5,anti
515,his,male,someone,nutritionist,neutral,anti,13,16,823,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,683,The nutritionist explained to someone that cutting down on sugar would be an effective way to improve his diet.,0,main,13,neutral
516,his,male,someone,nutritionist,neutral,anti,13,16,682,True,9ae0d6c608c75363c57abbb5df6f31f0,683,The nutritionist explained to someone that cutting down on sugar would be an effective way to improve his diet.,1,main,13,neutral
517,his,male,someone,nutritionist,neutral,anti,13,16,996,True,b01f2ab21540cc22a93dfe89823d1f05,683,The nutritionist explained to someone that cutting down on sugar would be an effective way to improve his diet.,1,main,13,neutral
518,his,male,someone,nutritionist,neutral,anti,13,16,688,True,dab23b89897920a48ea0506dd489c3b3,683,The nutritionist explained to someone that cutting down on sugar would be an effective way to improve his diet.,0,main,13,neutral
519,his,male,someone,nutritionist,neutral,anti,13,16,967,True,e1ef5343ddb398dae617b2e259035761,683,The nutritionist explained to someone that cutting down on sugar would be an effective way to improve his diet.,0,main,13,neutral
520,his,male,someone,nutritionist,neutral,anti,13,16,1091,True,f46f6cc1e6626f124cd24ee18c297953,683,The nutritionist explained to someone that cutting down on sugar would be an effective way to improve his diet.,0,main,13,neutral
521,his,male,someone,nutritionist,neutral,anti,13,16,1391,True,f4ce2b192947489a9163cfc2723040b5,683,The nutritionist explained to someone that cutting down on sugar would be an effective way to improve his diet.,0,main,13,neutral
522,his,male,someone,nutritionist,neutral,anti,13,16,671,True,f697ff7a1f92bdd4471f948e04ed5715,683,The nutritionist explained to someone that cutting down on sugar would be an effective way to improve his diet.,0,main,13,neutral
523,his,male,someone,nutritionist,neutral,anti,13,16,660,True,fc1004317ffea9d41ad2a8cf70c61d00,683,The nutritionist explained to someone that cutting down on sugar would be an effective way to improve his diet.,0,main,13,neutral
524,her,female,tailor,CEO,pro,anti,6,13,644,True,f46f6cc1e6626f124cd24ee18c297953,686,The CEO received a new suit from the tailor and then proceeded to pay her.,1,main,6,pro
525,him,male,lawyer,receptionist,pro,anti,3,6,703,True,48ae7ac422e782d05407dc797ce71979,688,The receptionist welcomed the lawyer and gave him a candy.,1,main,3,pro
526,him,male,lawyer,receptionist,pro,anti,3,6,539,True,e1ef5343ddb398dae617b2e259035761,688,The receptionist welcomed the lawyer and gave him a candy.,0,main,3,pro
527,him,male,lawyer,receptionist,pro,anti,3,6,936,True,f4ce2b192947489a9163cfc2723040b5,688,The receptionist welcomed the lawyer and gave him a candy.,1,main,3,pro
528,her,female,counselor,analyst,pro,anti,4,6,885,True,f46f6cc1e6626f124cd24ee18c297953,690,"Being exhausted from work, the analyst called the counselor and ranted to her.",0,main,4,pro
529,him,male,accountant,janitor,anti,pro,3,6,718,True,e1ef5343ddb398dae617b2e259035761,692,The janitor met the accountant and wished him well.,1,main,3,anti
530,him,male,accountant,janitor,anti,pro,3,6,658,True,f46f6cc1e6626f124cd24ee18c297953,692,The janitor met the accountant and wished him well.,0,main,3,anti
