,pronoun,gender,main_entity,relation_to_main,dist_to_main,time_to_answer,correct,user_ip,sentence_id,sentence,word_side
303,his,his,coach,pro,4,569.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,442,Coach Stiehm returned for his third year after earning conference championships in both of his previous seasons.,0.0
304,his,his,coach,pro,4,573.0,True,c17d279da49e709638f42e292543b334,442,Coach Stiehm returned for his third year after earning conference championships in both of his previous seasons.,1.0
305,his,his,captain,pro,2,1887.0,True,d00696adf8dd1f96878d06dbb74a3b48,463,"Stormont, the English ambassador to Paris, hurried to Vergennes to demand that the captain, with his crews, cargoes, and ships, should be given up.",1.0
306,his,his,captain,pro,2,626.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,489,"The Australian captain advised his bowler to ensure that his foot was further behind the line than usual to avoid being no-balled, and to operate below full speed until the umpires were satisfied.",1.0
307,his,his,captain,pro,3,683.0,True,d648d0b729c06f20aaa219368992a9d1,493,"After the trophy ceremony, Portuguese captain, Madjer, clarified his tears at the final whistle as ``farewell tears``, he announced his retirement from international beach soccer, aged 42, bringing to an end a 22 year playing career, having claimed eleven individual awards at FIFA editions of the World Cup, as well as being by far the tournament's all-time top scorer with 88 goals and a total of 140 since the 1995 establishment of a world championship for beach soccer.",0.0
308,he,he,editor,pro,4,1362.0,True,c17d279da49e709638f42e292543b334,549,Comment If Rklear pedrito (I misread the discussion) or another editor can show that he is notable and advance the article past an outline it should be OK.,1.0
309,he,he,driver,pro,10,507.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,561,"Driver was unable to play in the competition himself as he did not satisfy the eligibility criteria, having not been resident in Jersey for long enough, but he qualified in time for the 2008 tournament.",1.0
310,his,his,driver,pro,2,938.0,True,d648d0b729c06f20aaa219368992a9d1,578,"A popular urban legend of the 1920s recorded how a cab driver and his horse tried to pass through the area at night, with only their skeletons, gnawed clean by rats, found the following day.",0.0
311,he,he,editor,pro,13,649.0,True,13448750d650cfb712f004d9bd1ebbc8,618,"Larry Altman, noted medical editor for The New York Times, wrote that never in his experience had he witnessed such fierce opposition from the medical community to the possibility that peptic ulcer disease was caused by a microbe (L. Altman, personal communication, 16 May 2012) [8].",1.0
312,he,he,editor,pro,13,502.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,618,"Larry Altman, noted medical editor for The New York Times, wrote that never in his experience had he witnessed such fierce opposition from the medical community to the possibility that peptic ulcer disease was caused by a microbe (L. Altman, personal communication, 16 May 2012) [8].",1.0
313,he,he,coach,pro,11,522.0,True,035bdfe202e3fd359e6a8ba379e88dd4,664,"The head coach for the track and field program is Mike Holloway, and he is responsible for both the men's and women's teams.",0.0
314,he,he,coach,pro,11,580.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,664,"The head coach for the track and field program is Mike Holloway, and he is responsible for both the men's and women's teams.",0.0
315,he,he,editor,pro,12,621.0,True,035bdfe202e3fd359e6a8ba379e88dd4,668,"COI has pushed the idea that the editor [Kenneth Zucker] said that Dreger article was ``peer reviewed`` but that he took all comers for the commentaries (not quite true), and that therefore those have to be treated as self-published (an absurd stretch, in my opinion).",0.0
316,his,his,driver,pro,5,672.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,675,"A tank driver, Vladimir A... A1/2ivkoviA,,aEUR!, drove his vehicle from the front line at Vukovar to the Yugoslav parliament in Belgrade, where he parked on the steps in front of the building.",0.0
317,himself,himself,coach,pro,1,642.0,True,035bdfe202e3fd359e6a8ba379e88dd4,686,"After a playing career spent with several Serie B and Serie C1 teams, most notably Palermo and Padova, he moved into coaching, working as Zdenek Zeman's assistant for six years (even following him at FenerbahAfASe) before becoming a head coach himself.",0.0
318,his,his,driver,pro,3,473.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,687,"Schumacher ran over to the Williams to confront Hill whilst the British driver sat in his cockpit, but was immediately pulled away by marshals.",1.0
319,his,his,driver,pro,3,439.0,True,89bb397c8dd69b78571f586522288335,687,"Schumacher ran over to the Williams to confront Hill whilst the British driver sat in his cockpit, but was immediately pulled away by marshals.",0.0
320,his,his,captain,pro,5,579.0,True,035bdfe202e3fd359e6a8ba379e88dd4,704,"At this point, Australian captain Allan Border turned to his leg spinner, Shane Warne.",0.0
321,his,his,driver,pro,9,533.0,True,035bdfe202e3fd359e6a8ba379e88dd4,776,"The film tells the story of racing driver and entrepreneur Simon Dolan and the rest of his motorsport team Jota Sport, following the highs and lows the team encountered.",1.0
322,his,his,driver,pro,9,537.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,776,"The film tells the story of racing driver and entrepreneur Simon Dolan and the rest of his motorsport team Jota Sport, following the highs and lows the team encountered.",1.0
323,his,his,driver,pro,9,500.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,801,"Veteran driver Kyle Petty finished 32nd, two laps down, in his 53rd and final start at Talladega.",1.0
324,his,his,driver,pro,9,481.0,True,6dfde7afac417f804bbee5fe91ac27cd,801,"Veteran driver Kyle Petty finished 32nd, two laps down, in his 53rd and final start at Talladega.",1.0
325,his,his,driver,pro,9,739.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,810,Country music star and part-time NASCAR driver Marty Robbins would finish in 18th place in his 1978 Dodge Magnum.,0.0
326,his,his,coach,pro,6,576.0,True,6dfde7afac417f804bbee5fe91ac27cd,862,"Then coach Predrag KruniA,,aEUR! was relieved of his duties.",1.0
327,his,his,captain,pro,-5,422.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,900,"His son, John Wright, a captain in Colonel Whalley's Regiment of Horse, was imprisoned in Newark Castle for his attachment to the Parliamentary cause, but later acquired estates in Nottinghamshire and Suffolk.",0.0
328,his,his,captain,pro,-5,1790.0,True,d00696adf8dd1f96878d06dbb74a3b48,900,"His son, John Wright, a captain in Colonel Whalley's Regiment of Horse, was imprisoned in Newark Castle for his attachment to the Parliamentary cause, but later acquired estates in Nottinghamshire and Suffolk.",0.0
329,his,his,captain,pro,5,473.0,True,6dfde7afac417f804bbee5fe91ac27cd,904,For the first time it seemed possible that a black captain would be appointed as his replacement.,1.0
330,he,he,editor,pro,2,496.0,True,6dfde7afac417f804bbee5fe91ac27cd,921,"And I had never even seen this editor before he made this incident report, seems to be a personal crusade with me as an intended victim.",0.0
331,he,he,editor,pro,2,652.0,True,89bb397c8dd69b78571f586522288335,924,"Which, the preacher later declared from the pulpit, proved the youngster would make a good editor ``because he knows who to call a damn fool and who to let alone.",1.0
332,he,he,editor,pro,2,1406.0,True,d00696adf8dd1f96878d06dbb74a3b48,924,"Which, the preacher later declared from the pulpit, proved the youngster would make a good editor ``because he knows who to call a damn fool and who to let alone.",1.0
333,he,he,editor,pro,2,0.0,True,d5ed945569c2671ea9af478c01f933ae,924,"Which, the preacher later declared from the pulpit, proved the youngster would make a good editor ``because he knows who to call a damn fool and who to let alone.",1.0
334,he,he,coach,pro,2,681.0,True,6dfde7afac417f804bbee5fe91ac27cd,927,Collett was appointed Darlington's goalkeeping coach after he retired as a player in 2004.,1.0
335,himself,himself,coach,pro,7,714.0,True,89bb397c8dd69b78571f586522288335,937,Under the team's Head coach Valeri Nepomniachi Li began to establish himself within the team during the 2000 league season and even though Valeri Nepomniachi left at the end of the season Li Yi'nan still continued to progress as a regular within the team.,1.0
336,himself,himself,driver,pro,10,888.0,True,9962e8a878efc4bd41a392780885f015,976,"The driver of an empty city bus was able to save himself, and his bus was salvaged and continued to be used until 1989, it now resides in Vienna's tramway museum.",0.0
337,himself,himself,captain,pro,7,538.0,True,89bb397c8dd69b78571f586522288335,977,"Unfortunately, the captain of the ship, Captain Samilin-Corrath-Gahar, reveals himself to be a traitor.",0.0
338,himself,himself,captain,pro,7,887.0,True,d00696adf8dd1f96878d06dbb74a3b48,977,"Unfortunately, the captain of the ship, Captain Samilin-Corrath-Gahar, reveals himself to be a traitor.",0.0
339,he,he,coach,pro,10,1016.0,True,9962e8a878efc4bd41a392780885f015,990,"Ohio State's coach, John Wilce, was so upset by the loss that he made his squad stay on the field after the game for a special practice session.",0.0
340,he,he,editor,pro,2,696.0,True,9962e8a878efc4bd41a392780885f015,991,"I suspect the line about ``The Life Lesson book have gained notable attention, won several awards, and sold more than 100 million copies`` is a leftover from the JK Rowling article the editor mentioned he used as the template.",0.0
341,he,he,editor,pro,2,849.0,True,89bb397c8dd69b78571f586522288335,1019,"Aspects, how the editor felt he had not already violated the 3rr with his four reverts.",1.0
342,he,he,editor,pro,2,1427.0,True,d00696adf8dd1f96878d06dbb74a3b48,1019,"Aspects, how the editor felt he had not already violated the 3rr with his four reverts.",1.0
343,he,he,driver,pro,4,705.0,True,9962e8a878efc4bd41a392780885f015,1020,"The driver, who later said he fell asleep, had a suspended license for previous drunk driving convictions.",1.0
344,he,he,captain,pro,21,698.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1058,"Frank Malone is a divorced NYPD captain who is waiting at JFK international airport in New York City for his young daughter to arrive from California, as he is going to spend Christmas with her.",0.0
345,he,he,captain,pro,21,468.0,True,89bb397c8dd69b78571f586522288335,1058,"Frank Malone is a divorced NYPD captain who is waiting at JFK international airport in New York City for his young daughter to arrive from California, as he is going to spend Christmas with her.",0.0
346,he,he,captain,pro,21,1560.0,True,9962e8a878efc4bd41a392780885f015,1058,"Frank Malone is a divorced NYPD captain who is waiting at JFK international airport in New York City for his young daughter to arrive from California, as he is going to spend Christmas with her.",1.0
347,he,he,captain,pro,19,728.0,True,89bb397c8dd69b78571f586522288335,1119,"The captain of the galley ``So Miguel``, Paio de Sousa, decided to investigate the harbour and put to shore, but he was ambushed by a force of about 6,000 men and was killed, along with other Portuguese.",1.0
348,he,he,captain,pro,19,871.0,True,d00696adf8dd1f96878d06dbb74a3b48,1119,"The captain of the galley ``So Miguel``, Paio de Sousa, decided to investigate the harbour and put to shore, but he was ambushed by a force of about 6,000 men and was killed, along with other Portuguese.",0.0
349,himself,himself,editor,pro,11,948.0,True,6fcb4dcbc1410bc056b5762f047c4f29,1166,He was hired by DC Comics as part of the company's ``Junior Woodchuck`` program and became the assistant to editor Murray Boltinoff before being promoted to the post of editor himself.,0.0
350,himself,himself,editor,pro,11,850.0,True,89bb397c8dd69b78571f586522288335,1166,He was hired by DC Comics as part of the company's ``Junior Woodchuck`` program and became the assistant to editor Murray Boltinoff before being promoted to the post of editor himself.,0.0
351,himself,himself,driver,pro,1,1105.0,True,9962e8a878efc4bd41a392780885f015,1187,"After this, he left his brothers team and started racing as a sidecarcross driver himself, competing in the Dutch and the world championship.",1.0
352,he,he,driver,pro,14,607.0,True,6fcb4dcbc1410bc056b5762f047c4f29,1234,"It is revealed that the driver of the patrol car mentioned earlier was Park, who outranks Ko, and that he witnessed Ko's collision, though he does n't know where the body was taken.",0.0
353,him,him,coach,pro,16,744.0,True,9962e8a878efc4bd41a392780885f015,1285,"In 1992, the head coach of Panionios, Vlade A,,A?uroviA,,aEUR!, JankoviA,,aEUR!'s mentor from his Red Star days, was instrumental in bringing him to the Greek Basketball League club.",0.0
354,him,him,driver,pro,27,496.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1293,"For example, a microsleep episode is claimed to have been one factor contributing to the Waterfall train disaster in 2003, the driver had a heart attack and the guard who should have reacted to the train's increasing speed is said by his defender to have microslept, thus causing him to be held unaccountable.",1.0
355,him,him,driver,pro,27,813.0,True,c17d279da49e709638f42e292543b334,1293,"For example, a microsleep episode is claimed to have been one factor contributing to the Waterfall train disaster in 2003, the driver had a heart attack and the guard who should have reacted to the train's increasing speed is said by his defender to have microslept, thus causing him to be held unaccountable.",1.0
356,him,him,coach,pro,7,905.0,True,9962e8a878efc4bd41a392780885f015,1296,"In 2011, Ballack's international coach at the time, Joachim LAfAPw, praised him, describing him as a player who ``exudes authority and calm on the pitch``.",1.0
357,his,his,driver,pro,7,802.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1337,The donkey driver hold the sacks in place with his hands.,1.0
358,he,he,editor,pro,8,871.0,True,6fcb4dcbc1410bc056b5762f047c4f29,1482,The editor of the newspaper connected Yagublu's arrest as he was the only reporter who had travelled to Shulaver village in Georgia and interviewed Mardun Gumashyan whom the authorities of Azerbaijan had accused of organizing a terrorist act.,0.0
359,his,his,captain,pro,5,637.0,True,6fcb4dcbc1410bc056b5762f047c4f29,1519,"He was delighted to again meet the victorious captain, Frankie Mullen, and all his old colleagues.",1.0
360,his,his,captain,pro,5,476.0,True,c17d279da49e709638f42e292543b334,1519,"He was delighted to again meet the victorious captain, Frankie Mullen, and all his old colleagues.",1.0
361,his,his,coach,pro,2,1336.0,True,ea6777eddd27e861b6ebc5c817f814e6,1551,"Meanwhile, Delia, a woman who Charles hired to be Lydia's life coach and his secret lover, tells Lydia how everything happens for a reason, but fails to get her in a positive state of mind (``No Reason``).",0.0
362,he,he,coach,pro,11,416.0,True,ea6777eddd27e861b6ebc5c817f814e6,1582,"On December 2, 1998, Cutcliffe was hired as the head football coach at Ole Miss. Cutcliffe had success at Ole Miss, where he recruited Eli Manning, son of Ole Miss player Archie Manning, to play quarterback.",1.0
363,he,he,coach,pro,7,785.0,True,ea6777eddd27e861b6ebc5c817f814e6,1586,"``You did n't keep your eye on the ball,`` the coach shouts to the split end whom he removes from the game when he drops a pass, or to the quarterback who has just thrown the ball short and into the waiting hands of a defensive halfback.",1.0
364,his,his,coach,pro,4,561.0,True,ea6777eddd27e861b6ebc5c817f814e6,1618,Albert would later credit Hargrave and coach Robert Prunty for his later success.,0.0
365,himself,himself,editor,pro,10,1060.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,1620,"As ``comics editor`` of ``Details`` magazine in the mid-1990s Art Spiegelman, modeling himself after Kurtzman, assigned comics journalist pieces to cartoonists like Kim Deitch, Jaime Hernandez, and Sacco.",1.0
366,himself,himself,editor,pro,10,824.0,True,ea6777eddd27e861b6ebc5c817f814e6,1620,"As ``comics editor`` of ``Details`` magazine in the mid-1990s Art Spiegelman, modeling himself after Kurtzman, assigned comics journalist pieces to cartoonists like Kim Deitch, Jaime Hernandez, and Sacco.",1.0
367,his,his,captain,pro,9,721.0,True,ea6777eddd27e861b6ebc5c817f814e6,1635,"It had been Sultan's hope that the captain of the British ship' Clive', Kemball, would enforce his writ over Hamriyah, but Kemball refused to attack Hamriyah on Sultan's behalf and instead negotiated a peace between which saw the Shwaihiyin removed from Hamriyah.",1.0
368,his,his,driver,pro,2,542.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,1679,"Three in a row became four in a row for Enjalbert, as the French driver continue his procession towards the lead duo.",0.0
369,his,his,driver,pro,3,849.0,True,ea6777eddd27e861b6ebc5c817f814e6,1686,"In April 2012, a driver mistakenly drove his car into a station entrance, thinking it was an underground car park.",1.0
370,his,his,captain,pro,3,1259.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,1693,"Now a captain, Aldrin resigned his commission in the Air Corps on 12 November 1928.",1.0
371,his,his,driver,pro,4,648.0,True,ea6777eddd27e861b6ebc5c817f814e6,1711,"Another feature will automatically deactivate and reactivate if it ascertains the driver is intentionally leaving his lane (for instance, aggressively cornering).",0.0
372,his,his,coach,pro,4,530.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,1719,The only restriction: an NCAA coach can not manage his own college player during the summer.,1.0
373,he,he,officer,pro,13,631.0,True,6fcb4dcbc1410bc056b5762f047c4f29,44,"Their commanding officer is proud to render to them this just tribute of praise, and he is also proud to express his conviction that each other regiment of his brigade is worthy of, and, had circumstances allowed, would have won equal commendation.",0.0
374,his,his,officer,pro,-21,623.0,True,c17d279da49e709638f42e292543b334,49,"He was compelled to drop his prisoners and captures, and cut his way out, losing some five hundred officers and men, among them a most valuable officer, Colonel Harrison, who, when fighting his men as skirmishers on foot, was overcome and made prisoner, and is now at Macon.",1.0
375,his,his,officer,pro,4,446.0,True,6fcb4dcbc1410bc056b5762f047c4f29,76,"On inquiry, for he intended to keep in the city employ no longer any officer who had violated his orders, he ascertained that the complaint are in this wise.",1.0
376,his,his,officer,pro,4,459.0,True,c17d279da49e709638f42e292543b334,76,"On inquiry, for he intended to keep in the city employ no longer any officer who had violated his orders, he ascertained that the complaint are in this wise.",1.0
377,his,his,painter,pro,7,989.0,True,48ae7ac422e782d05407dc797ce71979,151,``Valori plastici`` was established in Rome by the painter and art collector Mario Broglio and his wife Edita Broglio in 1918.,0.0
378,his,his,painter,pro,7,737.0,True,95867c05e9a72894b14350a3404bdf78,151,``Valori plastici`` was established in Rome by the painter and art collector Mario Broglio and his wife Edita Broglio in 1918.,1.0
379,his,his,painter,pro,7,584.0,True,9798f23885a95a3a4f0050fa74246a80,151,``Valori plastici`` was established in Rome by the painter and art collector Mario Broglio and his wife Edita Broglio in 1918.,0.0
380,his,his,painter,pro,7,864.0,True,ea6777eddd27e861b6ebc5c817f814e6,151,``Valori plastici`` was established in Rome by the painter and art collector Mario Broglio and his wife Edita Broglio in 1918.,0.0
381,his,his,officer,pro,24,548.0,True,89bb397c8dd69b78571f586522288335,164,"In 1889, he became an officer and member of the board of directors of the Hibernia Savings & Loan Association (later the Hibernia Bank), which had been founded by his father and uncle.",1.0
382,his,his,officer,pro,24,608.0,True,ea6777eddd27e861b6ebc5c817f814e6,164,"In 1889, he became an officer and member of the board of directors of the Hibernia Savings & Loan Association (later the Hibernia Bank), which had been founded by his father and uncle.",1.0
383,himself,himself,officer,pro,8,624.0,True,ea6777eddd27e861b6ebc5c817f814e6,175,"In the meantime, Jumna meets a fatherly police officer (Nazir Hussain) and becomes a police officer himself.",0.0
384,his,his,farmer,pro,3,735.0,True,5a7bf0314d9c129731caa613db8bc98d,189,"He would see the Farmer keeping up his produce while the poor were labouring under all the miseries of want, and he would see Forestallers, Regraters, and all kinds of Middle-men making large profits upon it.",1.0
385,his,his,farmer,pro,3,672.0,True,e2b31134ddce117fca635cc6d8b14b03,189,"He would see the Farmer keeping up his produce while the poor were labouring under all the miseries of want, and he would see Forestallers, Regraters, and all kinds of Middle-men making large profits upon it.",0.0
386,his,his,farmer,pro,3,497.0,True,ea6777eddd27e861b6ebc5c817f814e6,189,"He would see the Farmer keeping up his produce while the poor were labouring under all the miseries of want, and he would see Forestallers, Regraters, and all kinds of Middle-men making large profits upon it.",0.0
387,his,his,farmer,pro,2,501.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,212,"Until recently, most of the farm produce were for consumption by the farmer and his family.",1.0
388,his,his,farmer,pro,2,639.0,True,ea6777eddd27e861b6ebc5c817f814e6,212,"Until recently, most of the farm produce were for consumption by the farmer and his family.",0.0
389,his,his,officer,pro,2,799.0,True,ea6777eddd27e861b6ebc5c817f814e6,219,"The citation for this award, published in the ``London Gazette`` read ``...this officer led his flight in company with his squadron on two offensive patrols over Northern France``.",1.0
390,his,his,officer,pro,5,573.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,237,"They were unable to immediately interview first officer Frank Hlavacek because of his medical condition, but when interviewed several days later, he told investigators that he had been calling out indicated altitudes to Captain DeWitt during the descent in one-hundred-foot increments as they approached the runway.",0.0
391,himself,himself,officer,pro,11,824.0,True,95867c05e9a72894b14350a3404bdf78,253,"At least two passengers, Third Class Passenger Eugene Daly and First Class passenger George Rheims, claimed to have seen an officer shoot one or two men and commit suicide by shooting himself.",0.0
392,himself,himself,officer,pro,11,1000.0,True,ea6777eddd27e861b6ebc5c817f814e6,253,"At least two passengers, Third Class Passenger Eugene Daly and First Class passenger George Rheims, claimed to have seen an officer shoot one or two men and commit suicide by shooting himself.",1.0
393,his,his,painter,pro,3,580.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,292,"A neoeclectic painter, Romero combines his versions of historic paintings by artists, such as Caravaggio, Rembrandt, Goya, and Bosch, with irreverent contemporary images, allowing emotion and reason free range.",0.0
394,his,his,painter,pro,3,1152.0,True,95867c05e9a72894b14350a3404bdf78,292,"A neoeclectic painter, Romero combines his versions of historic paintings by artists, such as Caravaggio, Rembrandt, Goya, and Bosch, with irreverent contemporary images, allowing emotion and reason free range.",1.0
395,his,his,farmer,pro,2,669.0,True,035bdfe202e3fd359e6a8ba379e88dd4,298,The farmer gets his money right on the spot.,0.0
396,his,his,farmer,pro,2,635.0,True,40068cc5014494d0975a3f5a7159a0d6,298,The farmer gets his money right on the spot.,1.0
397,his,his,farmer,pro,2,771.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,298,The farmer gets his money right on the spot.,0.0
398,his,his,farmer,pro,2,396.0,True,d36520462f0b578647dee8534591e6b2,298,The farmer gets his money right on the spot.,0.0
399,his,his,farmer,pro,2,687.0,True,ea6777eddd27e861b6ebc5c817f814e6,298,The farmer gets his money right on the spot.,1.0
400,his,his,officer,pro,-6,458.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,374,His father was an Air Force officer and his mother a Finnish immigrant.,0.0
401,his,his,farmer,pro,16,535.0,True,68268f845d45a6fc9ee741e7032fec93,422,"A farmer himself, Winter earned a reputation as a strong advocate for farmers and agricultural issues during his time in office.",0.0
402,his,his,farmer,pro,16,714.0,True,d00696adf8dd1f96878d06dbb74a3b48,422,"A farmer himself, Winter earned a reputation as a strong advocate for farmers and agricultural issues during his time in office.",0.0
403,his,his,officer,pro,2,969.0,True,d648d0b729c06f20aaa219368992a9d1,425,Hill's single division met this large force with the impetuous courage for which that officer and his troops were distinguished.,0.0
404,himself,himself,painter,pro,1,638.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,429,"Wehr, an undergraduate at the time, happily accepted the opportunity to serve as a stand-in music composition tutor for Tobey and over time became friends with him and his circle of artists, becoming a painter himself, as well as a chronicler of the group.",1.0
405,himself,himself,painter,pro,1,823.0,True,c17d279da49e709638f42e292543b334,429,"Wehr, an undergraduate at the time, happily accepted the opportunity to serve as a stand-in music composition tutor for Tobey and over time became friends with him and his circle of artists, becoming a painter himself, as well as a chronicler of the group.",1.0
406,himself,himself,painter,pro,1,784.0,True,f3276b3d2021fd87259810574797f8b4,429,"Wehr, an undergraduate at the time, happily accepted the opportunity to serve as a stand-in music composition tutor for Tobey and over time became friends with him and his circle of artists, becoming a painter himself, as well as a chronicler of the group.",0.0
407,his,his,officer,pro,5,1268.0,True,d00696adf8dd1f96878d06dbb74a3b48,486,"By the time of Nicholas Monsarrat's 1951 war novel, ``The Cruel Sea``, however, the upper-class junior officer, Morell, is teased by his middle-class peer, Lockhart, for using such a phrase.",1.0
408,his,his,officer,pro,5,571.0,True,d648d0b729c06f20aaa219368992a9d1,486,"By the time of Nicholas Monsarrat's 1951 war novel, ``The Cruel Sea``, however, the upper-class junior officer, Morell, is teased by his middle-class peer, Lockhart, for using such a phrase.",0.0
409,his,his,painter,pro,6,661.0,True,d648d0b729c06f20aaa219368992a9d1,521,The French Impressionist painter Claude Monet is known for his many paintings of water lilies in the pond in his garden at Giverny.,0.0
410,himself,himself,painter,pro,1,895.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,533,"The rich oeuvre of this period comprises a series of gorgeous portraits of Kupecky's family, friends and the painter himself, as well as several persons, whose identity in unknown.",1.0
411,himself,himself,painter,pro,1,1422.0,True,ea8afb9686e38991393dbb16e6da7735,533,"The rich oeuvre of this period comprises a series of gorgeous portraits of Kupecky's family, friends and the painter himself, as well as several persons, whose identity in unknown.",0.0
412,his,his,officer,pro,2,756.0,True,d648d0b729c06f20aaa219368992a9d1,552,"Hill, still in advance, first encountered the enemy, was soon hotly engaged, and met the large force with the impetuous courage for which that officer and his troops are distinguished.",1.0
413,his,his,officer,pro,2,688.0,True,f3276b3d2021fd87259810574797f8b4,552,"Hill, still in advance, first encountered the enemy, was soon hotly engaged, and met the large force with the impetuous courage for which that officer and his troops are distinguished.",0.0
414,his,his,officer,pro,2,593.0,True,c17d279da49e709638f42e292543b334,584,"The conduct of this officer and his command was all that could be asked in the late battle of Jonesborough, and as truly may I say the-same of the Fifty second Ohio, commanded by Major Holmes, in the same engagement, until a wound disabled him, and the command devolved upon Captain",1.0
415,his,his,officer,pro,2,611.0,True,d648d0b729c06f20aaa219368992a9d1,584,"The conduct of this officer and his command was all that could be asked in the late battle of Jonesborough, and as truly may I say the-same of the Fifty second Ohio, commanded by Major Holmes, in the same engagement, until a wound disabled him, and the command devolved upon Captain",0.0
416,he,he,farmer,pro,8,520.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,625,"In Finland, a farmer, Paavo Ruotsalainen, started a reform movement when he took to preaching about repentance and prayer.",0.0
417,his,his,officer,pro,16,845.0,True,d648d0b729c06f20aaa219368992a9d1,656,At the battle of Port Republic an officer commanding a regiment of Federal soldiers and riding a snow-white horse was very conspicuous for his gallantry.,0.0
418,his,his,officer,pro,15,497.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,700,"John Newland Maffitt (February 22, 1819 until May 15, 1886) was an officer in the Confederate States Navy who was nicknamed the ``Prince of Privateers`` due to his remarkable success as a blockade runner and commerce raider in the U.S. Civil War.",0.0
419,he,he,officer,pro,24,655.0,True,13448750d650cfb712f004d9bd1ebbc8,713,"An electronics officer, Earl Olsen, who believed the wiring harness had a design defect, had warned Kennedy of this possibility the day before the mission, but he was ignored.",0.0
420,he,he,officer,pro,24,504.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,713,"An electronics officer, Earl Olsen, who believed the wiring harness had a design defect, had warned Kennedy of this possibility the day before the mission, but he was ignored.",1.0
421,his,his,farmer,pro,10,508.0,True,035bdfe202e3fd359e6a8ba379e88dd4,786,"When the decision to vaccinate is made by each farmer on a voluntary basis, a farmer vaccinates to protect his own herd.",1.0
422,his,his,farmer,pro,10,584.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,786,"When the decision to vaccinate is made by each farmer on a voluntary basis, a farmer vaccinates to protect his own herd.",0.0
423,himself,himself,officer,pro,8,571.0,True,035bdfe202e3fd359e6a8ba379e88dd4,804,Brown was criticized by Ken Schramm of KOMO-TV for considering a prayer service for the killer of a police officer simultaneously with the service for the officer himself,1.0
424,his,his,painter,pro,12,388.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,692,"Dutch painter Vincent van Gogh was inspired by Dickens's novels in several of his paintings like ``Vincent's Chair`` and in an 1889 letter to his sister stated that reading Dickens, especially ``A Christmas Carol``, was one of the things that was keeping him from committing suicide.",1.0
425,he,he,officer,pro,2,569.0,True,035bdfe202e3fd359e6a8ba379e88dd4,928,Students spotted the officer before he could succeed and chased him across campus.,0.0
426,he,he,officer,pro,2,595.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,936,America resists therapy and attempts to destroy a therapist's officer after he asked if America's uncle had done anything to him.,0.0
427,he,he,officer,pro,2,747.0,True,89bb397c8dd69b78571f586522288335,936,America resists therapy and attempts to destroy a therapist's officer after he asked if America's uncle had done anything to him.,1.0
428,himself,himself,painter,pro,2,602.0,True,035bdfe202e3fd359e6a8ba379e88dd4,940,"Strauch, mad painter, isolates himself from the world by retreating to the hamlet of Weng near Schwarzach i m Pongau.",0.0
429,himself,himself,officer,pro,3,424.0,True,035bdfe202e3fd359e6a8ba379e88dd4,980,"Ruppert, a former Los Angeles police officer who describes himself as an investigative reporter and radical thinker, has authored books on the events of the September 11 attacks and of energy issues.",1.0
430,himself,himself,officer,pro,3,657.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,980,"Ruppert, a former Los Angeles police officer who describes himself as an investigative reporter and radical thinker, has authored books on the events of the September 11 attacks and of energy issues.",1.0
431,he,he,officer,pro,3,511.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1015,A mysterious stranger in the mountains turns out to be a former Confederate Army officer who claims he had no knowledge the war was over.,0.0
432,he,he,officer,pro,3,586.0,True,6dfde7afac417f804bbee5fe91ac27cd,1015,A mysterious stranger in the mountains turns out to be a former Confederate Army officer who claims he had no knowledge the war was over.,1.0
